id,timing,target,condition,cond_option,ability,ability_option
1339,on_this_use,me_leader_0_all_[type:0],none,me.field[type:1|9].count=0,damage,damage=6
1340,on_this_use,all_leader_0_all_[type:0],none,none,damage,damage=1
1341,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,summon,id=910061101&count=1
1342,on_this_use,me_field_1_random_[type:1|9],none,none,damage,damage=3
1343,on_this_use,op_field_1_random_[type:1|9],none,none,damage,damage=3
1344,on_this_use,me_field_1_index_[type:1|9],none,none,damage,appendix=1345&damage=3
1345,on_this_use,me_field_1_random_[type:1|9],none,none,buff,add=3/0&until=turn_end
1346,on_turn_end,self,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=2&me.isChase=1,set_cost,add=-1
1347,on_this_use,none,none,none,summon,appendix=1348&id=910061101&count=1
1348,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1349,on_this_use,none,none,none,draw,count=1
1350,on_turn_start,me_leader_0_all_[type:0],none,me.isMyTurn=1&effect.source.where=5,heal,heal=1
1351,on_this_use,self,none,me.isGreedy=1,set_countdown,add=1
1352,on_this_destroy,none,none,none,draw,count=1
1353,on_turn_end,self,none,effect.source.where=5&me.isVenge=1,remove_effect,timing=all
1354,on_turn_end,self,none,effect.source.where=5&me.isVenge=1,remove_effect,timing=all
1355,on_this_use,self,none,me.field[id:910061101].count>0,set_keyword,keyword=1
1356,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,get_token,id=110061203&count=1
1357,on_this_use,none,none,none,draw,count=1&filter=[craft:6][type:1|9]
1358,on_this_use,self,leader.turn_give_op_leader_damage,me.isChase=1,set_value,id=effect.target.all.base.evolveCost&value=0
1359,on_this_evolve_with_ep,me_leader_0_all_[type:0],none,none,damage,damage=2
1360,on_this_evolve_with_ep,op_field_1_index_[type:1|9],none,none,damage,damage=2
1361,on_this_use,self,none,me.isVenge=1,buff,add=1/0
1362,on_this_use,self,none,me.isVenge=1,set_keyword,keyword=6
1363,on_this_use,me_leader_0_all_[type:0],none,none,damage,damage=3
1364,on_this_use,none,leader.abuse,me.leader.abuse[GTE]10,get_token,appendix=1365&id=110102202&count=1
1365,on_this_use,sourceEffect.target_hand_0_all,none,none,set_cost,set=0
1366,on_this_use,me_hand_4_index+other,none,me.isGreedy=1,discard,none
1367,on_this_use,self,none,me.isGreedy=1,buff,add=4/2
1368,on_this_use,op_field_1_index_[type:1|9],leader.turn_give_op_leader_damage,me.isChase=1,destroy,none
1369,on_this_use,op_field_1_index_[type:1|9][atk:5|-2],none,none,vanish,none
1370,on_this_use,none,none,none,draw,who=op&count=2
1371,on_this_attack,none,none,none,draw,who=op&count=2
1372,on_after_this_attack,self,none,me.isMyTurn=1&effect.source.where=5&sourceEffect.target.op[type:0].count>0,set_keyword,until=turn_end&keyword=29
1373,on_this_use,none,none,none,summon,id=910061101&count=1
1374,on_this_use,me_token_1_index,leader.turn_draw_cards,me.isEager=1,choose,appendix=1375&token=910162201/910162202
1375,on_this_use,sourceEffect.target_none_0_all,none,none,get_token,hide=true
1376,on_this_use,me_field_1_index_[type:1|9][craft:6],none,none,set_keyword,until=op_turn_end&keyword=5
1377,on_this_use,none,none,none,draw,count=1
1378,on_this_use,none,none,none,draw,appendix=1379&count=3
1379,on_this_use,sourceEffect.target_hand_0_all,none,none,set_cost,until=op_turn_end&add=3
1380,on_this_use,me_field_1_index_[type:1|9],none,none,damage,appendix=1381&damage=3
1381,on_this_use,me_leader+field_0_all+other[sourceEffect.target]_[type:0|1|9],none,none,heal,heal=3
1382,on_this_use,me_hand_1_index+other,none,none,discard,none
1383,on_this_use,all_field_2_random_[type:1|9],none,none,damage,damage=3
1384,on_this_use,me_leader_0_all_[type:0],none,me.isGreedy=1,heal,heal=4
1385,on_this_use,me_field_0_all_[id:910061101],none,none,buff,add=2/1
1386,on_this_use,none,none,none,accelerate,accelerate=3&id=810162201
1387,on_this_use,self,none,me.isVenge=0,damage,damage=2
1388,on_turn_end,none,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=5&me.isChase=1,summon,id=910061101&count=1
1389,on_other_use,all_leader_0_all_[type:0],none,effect.source.where=5&sourceEffect.target.first.isMe=1&sourceEffect.target.first.current[IF][type:2]=1,damage,damage=1
1390,on_this_use,none,none,none,draw,count=2
1391,on_this_use,none,none,none,draw,who=op&count=2
1392,on_this_use,none,none,none,summon,appendix=1393&id=910061101&count=2
1393,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1394,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,summon,appendix=1395&id=910061101&count=2
1395,on_this_use,sourceEffect.target_field_0_all_[type:1|9],none,none,set_keyword,keyword=1
1396,on_other_destroy,self,none,effect.source.where=5&sourceEffect.target.first.current[IF][type:1|9]=1,buff,add=2/0
1397,on_turn_end,self,leader.turn_give_op_leader_damage,me.isMyTurn=1&effect.source.where=2&me.isChase=1,set_cost,add=-1
1398,on_this_use,none,none,none,draw,count=2
1399,on_this_use,op_leader+field_0_all_[type:0|1|9],leader.turn_give_op_leader_damage,me.isChase=0,damage,damage=1
1400,on_this_use,none,leader.turn_give_op_leader_damage,me.isChase=1,get_token,id=910163101&count=1
1401,on_turn_start,none,none,me.isMyTurn=1&effect.source.where=5&me.isVenge=1,get_token,id=110162203&count=1
1402,on_turn_end,me_hand_1_random+sort[cost:max],none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=1,discard,none
1403,on_turn_end,none,none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=1,draw,count=2
1404,on_turn_end,self,none,me.isMyTurn=1&effect.source.where=5&me.isGreedy=0,vanish,none
1405,on_this_use,none,leader.turn_draw_cards,me.isEager=1\me.isGreedy=1,draw,count=2
1406,on_this_use,none,none,none,get_token,id=110161201&count=2
1407,on_this_use,me_leader_0_all_[type:0],none,none,damage,damage=5
1408,on_this_use,self,none,me.isVenge=0,damage,damage=3
1409,on_this_use,op_field_1_index_[type:1|9],none,none,damage,damage=3
1410,on_this_destroy,op_leader_0_all_[type:0],none,me.isVenge=1,damage,damage=3
1411,on_this_use,none,none,none,accelerate,accelerate=3&id=810163201
